0	-0.044	0.108	-0.063
0	-0.096	0.09	-0.075
0	-0.107	0.066	-0.102
0	-0.075	0.056	-0.12
0	-0.019	0.067	-0.11
0	0.033	0.087	-0.072
0	0.063	0.097	-0.027
0	0.066	0.085	0.003
0	0.049	0.053	0.016
0	0.024	0.023	0.02
0	0.002	0.018	0.025
0	-0.013	0.038	0.034
0	-0.023	0.049	0.047
0	-0.033	0.017	0.062
0	-0.042	-0.046	0.074
0	-0.049	-0.086	0.075
0	-0.052	-0.059	0.066
0	-0.046	0.01	0.053
0	-0.029	0.057	0.046
0	-0.009	0.044	0.046
0	0.005	-0.001	0.043
0	0.003	-0.025	0.029
0	-0.014	-0.015	0.009
0	-0.037	-0.01	-0.003
0	-0.056	-0.041	0.002
0	-0.06	-0.084	0.019
0	-0.047	-0.084	0.034
0	-0.025	-0.016	0.04
0	-0.006	0.088	0.034
0	0.001	0.161	0.021
0	-0.005	0.161	0.001
0	-0.015	0.098	-0.016
0	-0.019	0.01	-0.022
0	-0.013	-0.068	-0.014
0	-0.002	-0.125	-0.004
0	0.005	-0.155	-0.005
0	0.004	-0.149	-0.023
0	-0.001	-0.099	-0.039
0	0.001	-0.023	-0.035
0	0.014	0.033	-0.008
0	0.03	0.032	0.025
0	0.037	-0.012	0.046
0	0.03	-0.044	0.051
0	0.02	-0.018	0.054
0	0.026	0.052	0.063
0	0.05	0.112	0.073
0	0.076	0.12	0.067
0	0.08	0.09	0.041
0	0.055	0.066	0.008
0	0.013	0.078	-0.011
0	-0.023	0.112	-0.007
0	-0.036	0.131	0.006
0	-0.026	0.116	0.013
0	-0.003	0.077	0.011
0	0.017	0.035	0.006
0	0.023	0	0.001
0	0.011	-0.034	-0.008
0	-0.022	-0.077	-0.024
0	-0.07	-0.125	-0.042
0	-0.117	-0.158	-0.051
0	-0.145	-0.151	-0.05
0	-0.142	-0.096	-0.045
0	-0.109	-0.018	-0.042
0	-0.057	0.04	-0.042
0	-0.003	0.051	-0.037
0	0.043	0.022	-0.024
0	0.079	-0.023	-0.007
0	0.101	-0.068	0.001
0	0.105	-0.112	-0.009
0	0.088	-0.146	-0.035
0	0.057	-0.151	-0.06
0	0.022	-0.113	-0.062
0	-0.014	-0.043	-0.03
0	-0.05	0.02	0.024
0	-0.081	0.045	0.077
0	-0.096	0.039	0.111
0	-0.088	0.039	0.126
0	-0.062	0.059	0.129
0	-0.032	0.073	0.126
0	-0.015	0.055	0.112
0	-0.006	0.017	0.076
0	0.008	0.005	0.019
0	0.034	0.047	-0.046
0	0.063	0.114	-0.099
0	0.074	0.143	-0.121
0	0.054	0.1	-0.102
0	0.014	0.007	-0.047
0	-0.021	-0.075	0.022
0	-0.035	-0.101	0.078
0	-0.031	-0.072	0.099
0	-0.027	-0.021	0.09
0	-0.042	0.014	0.074
0	-0.079	0.016	0.08
0	-0.121	-0.01	0.111
0	-0.144	-0.048	0.139
0	-0.127	-0.079	0.132
0	-0.074	-0.092	0.078
0	-0.006	-0.081	-0.006
0	0.046	-0.052	-0.086
0	0.059	-0.014	-0.133
0	0.033	0.028	-0.133
0	-0.01	0.072	-0.096
0	-0.043	0.111	-0.038
0	-0.051	0.123	0.02
0	-0.041	0.099	0.06
0	-0.03	0.058	0.077
0	-0.024	0.031	0.067
0	-0.018	0.031	0.032
0	-0.001	0.03	-0.026
0	0.027	-0.008	-0.098
0	0.052	-0.09	-0.169
0	0.058	-0.185	-0.217
0	0.042	-0.242	-0.227
0	0.017	-0.236	-0.189
0	0.003	-0.184	-0.118
0	0.007	-0.127	-0.037
0	0.02	-0.105	0.027
0	0.027	-0.117	0.065
0	0.02	-0.129	0.084
0	0.007	-0.109	0.095
0	0.001	-0.053	0.104
0	0.012	0.016	0.111
0	0.029	0.07	0.115
0	0.032	0.098	0.115
0	0.009	0.105	0.112
0	-0.036	0.096	0.101
0	-0.074	0.069	0.075
0	-0.081	0.02	0.033
0	-0.053	-0.038	-0.016
0	-0.011	-0.075	-0.058
0	0.023	-0.07	-0.082
0	0.037	-0.031	-0.084
0	0.035	0.005	-0.062
0	0.024	0.011	-0.021
0	0.009	-0.006	0.03
0	-0.009	-0.014	0.072
0	-0.025	0	0.089
0	-0.032	0.019	0.077
0	-0.029	0.014	0.047
0	-0.02	-0.027	0.016
0	-0.017	-0.087	-0.002
0	-0.025	-0.123	-0.002
0	-0.037	-0.104	0.008
0	-0.038	-0.028	0.014
0	-0.013	0.064	0.004
0	0.034	0.121	-0.023
0	0.081	0.109	-0.056
0	0.101	0.043	-0.076
0	0.08	-0.034	-0.066
0	0.027	-0.076	-0.024
0	-0.034	-0.067	0.036
0	-0.082	-0.019	0.09
0	-0.114	0.045	0.114
0	-0.136	0.096	0.105
0	-0.15	0.113	0.078
0	-0.143	0.086	0.055
